,bike,walk,motorcycle,car,truck,bus,one.party,,
truck,0.000240972,0.000881613,0.00112766,0.004238445,0.000894351,0,0.004899487,local fatal,
bus,2.19066E-05,0,0,7.77696E-05,0.000311079,0,7.77696E-05,local fatal,
bike,0,0,0,4.38132E-05,0,0,0,arterial fatal,
walk,0,9.87077E-06,0,9.7957E-05,3.91828E-05,0,0,arterial fatal,
motorcycle,0,0,7.77696E-05,0.000699927,0.000427733,0,0.002333089,arterial fatal,
car,8.76263E-05,0.00084243,0.000699927,0.005638298,0.002060895,0,0.007932503,arterial fatal,
truck,2.19066E-05,0.000293871,0.000894351,0.003655173,0.001088775,0,0.001866471,arterial fatal,
bus,0,0,0,0.000155539,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000215505,9.7957E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000427733,7.77696E-05,0,0.001244314,highway fatal,
car,0,0.000803247,0.000155539,0.005016141,0.001438738,0,0.009643434,highway fatal,
truck,2.19066E-05,0.000195914,0.000466618,0.002255319,0.001011005,0,0.002488628,highway fatal,
bus,0,0,0,7.77696E-05,0,0,7.77696E-05,highway fatal,
bike,4.62808E-05,1.10372E-05,0,0.001095329,0.000427178,2.19066E-05,0.000283855,local serious,
walk,0,0.000108578,1.95914E-05,0.003330538,0.000783656,0,0,local serious,
motorcycle,0.000109533,0.00027428,0.001866471,0.013959649,0.002449743,7.77696E-05,0.028385916,local serious,
car,0.00266165,0.007993291,0.009798974,0.040401324,0.01057667,7.77696E-05,0.063071172,local serious,
truck,0.001095329,0.001528129,0.004082906,0.013920764,0.004355099,0,0.016487162,local serious,
bus,4.38132E-05,0,7.77696E-05,0.000116654,0.000816581,0,0,local serious,
bike,0,0,0,8.76263E-05,6.57198E-05,0,6.78785E-05,arterial serious,
walk,0,9.87077E-06,0,0.000450602,0.00013714,0,0,arterial serious,
motorcycle,0,0,0.000622157,0.001905356,0.000544387,0,0.008632429,arterial serious,
car,0.00013144,0.000685699,0.002838592,0.015281733,0.005055026,0,0.021931036,arterial serious,
truck,8.76263E-05,0.000117548,0.001438738,0.006571534,0.002916361,7.77696E-05,0.00629934,arterial serious,
bus,0,0,0,0,7.77696E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000411419,5.87742E-05,0,0,highway serious,
motorcycle,4.38132E-05,3.91828E-05,3.88848E-05,0.00209978,0.000544387,0,0.006532649,highway serious,
car,0.000109533,0.000333054,0.003421864,0.016370508,0.002916361,0,0.027141602,highway serious,
truck,2.19066E-05,9.7957E-05,0.000738812,0.007193691,0.001516508,0,0.006143801,highway serious,
bus,0,0,0,7.77696E-05,0,0,0.000155539,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.002518382,0.000321496,0,0.000118238,local fatal,zcta11
walk,0,5.42103E-05,4.58931E-05,0.001514471,0.001147327,0,0,local fatal,
motorcycle,0.000107165,0,0.000971297,0.007770377,0.00330241,0.000388519,0.024865205,local fatal,
car,0.002357635,0.008949149,0.011267046,0.037103548,0.011267046,0,0.100237859,local fatal,
truck,0.001178817,0.002065188,0.005633523,0.021174276,0.004467967,0,0.024476686,local fatal,
bus,0.000107165,0,0,0.000388519,0.001554075,0,0.000388519,local fatal,
bike,0,0,0,0.00021433,0,0,0,arterial fatal,
walk,0,1.08421E-05,0,0.000229465,9.17861E-05,0,0,arterial fatal,
motorcycle,0,0,0.000388519,0.003496669,0.002136854,0,0.011655565,arterial fatal,
car,0.000428661,0.001973402,0.003496669,0.028167615,0.010295749,0,0.039628921,arterial fatal,
truck,0.000107165,0.000688396,0.004467967,0.018260385,0.005439264,0,0.009324452,arterial fatal,
bus,0,0,0,0.000777038,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000504824,0.000229465,0,0,highway fatal,
motorcycle,0,0,0,0.002136854,0.000388519,0,0.006216301,highway fatal,
car,0,0.001881616,0.000777038,0.025059465,0.007187598,0,0.048176335,highway fatal,
truck,0.000107165,0.000458931,0.002331113,0.011267046,0.005050745,0,0.012432603,highway fatal,
bus,0,0,0,0.000388519,0,0,0.000388519,highway fatal,
bike,0.000221695,2.53174E-05,0,0.00535826,0.002089722,0.000107165,0.001359732,local serious,
walk,0,0.000119263,4.58931E-05,0.007801822,0.001835723,0,0,local serious,
motorcycle,0.000535826,0.000642503,0.009324452,0.06973913,0.012238343,0.000388519,0.141809374,local serious,
car,0.013020572,0.018724374,0.048953373,0.201835533,0.052838561,0.000388519,0.315088773,local serious,
truck,0.00535826,0.00357966,0.020397239,0.069544871,0.021757055,0,0.082365992,local serious,
bus,0.00021433,0,0.000388519,0.000582778,0.004079448,0,0,local serious,
bike,0,0,0,0.000428661,0.000321496,0,0.000325153,arterial serious,
walk,0,1.08421E-05,0,0.001055541,0.000321252,0,0,arterial serious,
motorcycle,0,0,0.003108151,0.009518711,0.002719632,0,0.04312559,arterial serious,
car,0.000642991,0.001606258,0.014180937,0.076343951,0.025253724,0,0.109562311,arterial serious,
truck,0.000428661,0.000275358,0.007187598,0.032829841,0.014569456,0.000388519,0.031470025,arterial serious,
bus,0,0,0,0,0.000388519,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000963755,0.000137679,0,0,highway serious,
motorcycle,0.00021433,9.17861E-05,0.000194259,0.010490008,0.002719632,0,0.032635582,highway serious,
car,0.000535826,0.000780182,0.017094829,0.081783214,0.014569456,0,0.135593072,highway serious,
truck,0.000107165,0.000229465,0.003690929,0.035937992,0.007576117,0,0.030692988,highway serious,
bus,0,0,0,0.000388519,0,0,0.000777038,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000510585,6.5181E-05,0,2.26805E-05,local fatal,zcta12
walk,0,2.45526E-05,1.42972E-05,0.000471809,0.000357431,0,0,local fatal,
motorcycle,2.1727E-05,0,0.000208136,0.001665085,0.000707661,8.32542E-05,0.005328271,local fatal,
car,0.000477994,0.00278796,0.002414373,0.007950779,0.002414373,0,0.021479591,local fatal,
truck,0.000238997,0.000643375,0.001207186,0.004537355,0.000957424,0,0.005245016,local fatal,
bus,2.1727E-05,0,0,8.32542E-05,0.000333017,0,8.32542E-05,local fatal,
bike,0,0,0,4.3454E-05,0,0,0,arterial fatal,
walk,0,4.91052E-06,0,7.14862E-05,2.85945E-05,0,0,arterial fatal,
motorcycle,0,0,8.32542E-05,0.000749288,0.000457898,0,0.002497627,arterial fatal,
car,8.6908E-05,0.000614781,0.000749288,0.006035932,0.002206237,0,0.008491931,arterial fatal,
truck,2.1727E-05,0.000214458,0.000957424,0.003912949,0.001165559,0,0.001998101,arterial fatal,
bus,0,0,0,0.000166508,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.00015727,7.14862E-05,0,0,highway fatal,
motorcycle,0,0,0,0.000457898,8.32542E-05,0,0.001332068,highway fatal,
car,0,0.000586187,0.000166508,0.005369898,0.001540203,0,0.010323524,highway fatal,
truck,2.1727E-05,0.000142972,0.000499525,0.002414373,0.001082305,0,0.002664135,highway fatal,
bus,0,0,0,8.32542E-05,0,0,8.32542E-05,highway fatal,
bike,4.2526E-05,7.46235E-06,0,0.00108635,0.000423677,2.1727E-05,0.000260826,local serious,
walk,0,5.40157E-05,1.42972E-05,0.00243053,0.000571889,0,0,local serious,
motorcycle,0.000108635,0.000200161,0.001998101,0.014944134,0.002622508,8.32542E-05,0.030387793,local serious,
car,0.002639832,0.005833271,0.010490033,0.043250572,0.011322575,8.32542E-05,0.067519179,local serious,
truck,0.00108635,0.001115184,0.004370847,0.014902507,0.004662237,0,0.017649896,local serious,
bus,4.3454E-05,0,8.32542E-05,0.000124881,0.000874169,0,0,local serious,
bike,0,0,0,8.6908E-05,6.5181E-05,0,6.23715E-05,arterial serious,
walk,0,4.91052E-06,0,0.000328836,0.000100081,0,0,arterial serious,
motorcycle,0,0,0.000666034,0.002039729,0.00058278,0,0.009241219,arterial serious,
car,0.000130362,0.000500403,0.003038779,0.016359456,0.005411525,0,0.023477692,arterial serious,
truck,8.6908E-05,8.57834E-05,0.001540203,0.007034982,0.003122034,8.32542E-05,0.006743592,arterial serious,
bus,0,0,0,0,8.32542E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000300242,4.28917E-05,0,0,highway serious,
motorcycle,4.3454E-05,2.85945E-05,4.16271E-05,0.002247864,0.00058278,0,0.006993355,highway serious,
car,0.000108635,0.000243053,0.003663186,0.017525015,0.003122034,0,0.029055726,highway serious,
truck,2.1727E-05,7.14862E-05,0.000790915,0.007701016,0.001623457,0,0.006577084,highway serious,
bus,0,0,0,8.32542E-05,0,0,0.000166508,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.108858645,0.013896848,0,0.103561634,local fatal,zcta13
walk,0,0.006920317,0.000757336,0.024992088,0.0189334,0,0,local fatal,
motorcycle,0.004632283,0,0.002072007,0.016576056,0.007044824,0.000828803,0.05304338,local fatal,
car,0.101910221,0.147680523,0.024035282,0.079150669,0.024035282,0,0.213831127,local fatal,
truck,0.05095511,0.034080121,0.012017641,0.045169754,0.009531232,0,0.052214578,local fatal,
bus,0.004632283,0,0,0.000828803,0.003315211,0,0.000828803,local fatal,
bike,0,0,0,0.009264565,0,0,0,arterial fatal,
walk,0,0.001384064,0,0.00378668,0.001514672,0,0,arterial fatal,
motorcycle,0,0,0.000828803,0.007459225,0.004558416,0,0.024864085,arterial fatal,
car,0.018529131,0.032565448,0.007459225,0.060088204,0.021963275,0,0.084537887,arterial fatal,
truck,0.004632283,0.01136004,0.009531232,0.038953732,0.011603239,0,0.019891268,arterial fatal,
bus,0,0,0,0.001657606,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.008330696,0.00378668,0,0,highway fatal,
motorcycle,0,0,0,0.004558416,0.000828803,0,0.013260845,highway fatal,
car,0,0.031050776,0.001657606,0.053457782,0.015332852,0,0.102771549,highway fatal,
truck,0.004632283,0.00757336,0.004972817,0.024035282,0.010774437,0,0.02652169,highway fatal,
bus,0,0,0,0.000828803,0,0,0.000828803,highway fatal,
bike,0.194178064,0.008465692,0,0.231614139,0.090329514,0.004632283,1.190958797,local serious,
walk,0,0.015224698,0.000757336,0.128747122,0.030293441,0,0,local serious,
motorcycle,0.023161414,0.010602704,0.019891268,0.148770106,0.026107289,0.000828803,0.302513029,local serious,
car,0.562822357,0.308993094,0.104429155,0.430563064,0.112717183,0.000828803,0.672159086,local serious,
truck,0.231614139,0.059072209,0.043512148,0.148355704,0.046412958,0,0.175706197,local serious,
bus,0.009264565,0,0.000828803,0.001243204,0.00870243,0,0,local serious,
bike,0,0,0,0.018529131,0.013896848,0,0.284794495,arterial serious,
walk,0,0.001384064,0,0.017418728,0.005301352,0,0,arterial serious,
motorcycle,0,0,0.006630423,0.020305669,0.00580162,0,0.091997113,arterial serious,
car,0.027793697,0.02650676,0.030251303,0.162859754,0.053872183,0,0.233722395,arterial serious,
truck,0.018529131,0.004544016,0.015332852,0.070033838,0.031080106,0.000828803,0.067133028,arterial serious,
bus,0,0,0,0,0.000828803,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.015904056,0.002272008,0,0,highway serious,
motorcycle,0.009264565,0.001514672,0.000414401,0.022377676,0.00580162,0,0.069619437,highway serious,
car,0.023161414,0.012874712,0.036467324,0.174462993,0.031080106,0,0.289252184,highway serious,
truck,0.004632283,0.00378668,0.007873627,0.076664261,0.016161655,0,0.065475423,highway serious,
bus,0,0,0,0.000828803,0,0,0.001657606,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.06915584,0.008828405,0,0.043394042,local fatal,zcta14
walk,0,0.002947484,0.000485067,0.016007207,0.012126672,0,0,local fatal,
motorcycle,0.002942802,0,0.001995685,0.015965476,0.006785327,0.000798274,0.051089524,local fatal,
car,0.064741638,0.094588044,0.023149941,0.076235149,0.023149941,0,0.205954643,local fatal,
truck,0.032370819,0.02182801,0.01157497,0.043505923,0.009180149,0,0.05029125,local fatal,
bus,0.002942802,0,0,0.000798274,0.003193095,0,0.000798274,local fatal,
bike,0,0,0,0.005885603,0,0,0,arterial fatal,
walk,0,0.000589497,0,0.002425334,0.000970134,0,0,arterial fatal,
motorcycle,0,0,0.000798274,0.007184464,0.004390506,0,0.023948214,arterial fatal,
car,0.011771207,0.020857876,0.007184464,0.057874851,0.021154256,0,0.081423929,arterial fatal,
truck,0.002942802,0.007276003,0.009180149,0.037518869,0.011175833,0,0.019158571,arterial fatal,
bus,0,0,0,0.001596548,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005335736,0.002425334,0,0,highway fatal,
motorcycle,0,0,0,0.004390506,0.000798274,0,0.012772381,highway fatal,
car,0,0.019887743,0.001596548,0.051488661,0.014768065,0,0.098985953,highway fatal,
truck,0.002942802,0.004850669,0.004789643,0.023149941,0.01037756,0,0.025544762,highway fatal,
bus,0,0,0,0.000798274,0,0,0.000798274,highway fatal,
bike,0.081363829,0.003576356,0,0.147140086,0.057384633,0.002942802,0.499031488,local serious,
walk,0,0.006484464,0.000485067,0.082461372,0.019402676,0,0,local serious,
motorcycle,0.014714008,0.006790937,0.019158571,0.143290149,0.025145625,0.000798274,0.291369941,local serious,
car,0.357550408,0.197907292,0.1005825,0.414703245,0.108565238,0.000798274,0.647400061,local serious,
truck,0.147140086,0.037835218,0.041909375,0.142891012,0.044703333,0,0.169234048,local serious,
bus,0.005885603,0,0.000798274,0.001197411,0.008381875,0,0,local serious,
bike,0,0,0,0.011771207,0.008828405,0,0.119333617,arterial serious,
walk,0,0.000589497,0,0.011156539,0.003395468,0,0,arterial serious,
motorcycle,0,0,0.006386191,0.019557708,0.005587917,0,0.088608393,arterial serious,
car,0.01765681,0.016977341,0.029136994,0.156860804,0.051887798,0,0.225113215,arterial serious,
truck,0.011771207,0.002910401,0.014768065,0.067454137,0.029935268,0.000798274,0.064660179,arterial serious,
bus,0,0,0,0,0.000798274,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.010186405,0.001455201,0,0,highway serious,
motorcycle,0.005885603,0.000970134,0.000399137,0.021553393,0.005587917,0,0.067055,highway serious,
car,0.014714008,0.008246137,0.035124048,0.168036637,0.029935268,0,0.27859756,highway serious,
truck,0.002942802,0.002425334,0.007583601,0.073840328,0.015566339,0,0.063063631,highway serious,
bus,0,0,0,0.000798274,0,0,0.001596548,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.00218878,0.000279419,0,0.00020636,local fatal,zcta15
walk,0,0.00011533,4.40376E-05,0.001453241,0.00110094,0,0,local fatal,
motorcycle,9.31396E-05,0,0.000420381,0.003363052,0.001429297,0.000168153,0.010761765,local fatal,
car,0.002049071,0.008587333,0.004876425,0.016058571,0.004876425,0,0.043383366,local fatal,
truck,0.001024536,0.001981692,0.002438212,0.009164316,0.001933755,0,0.010593613,local fatal,
bus,9.31396E-05,0,0,0.000168153,0.00067261,0,0.000168153,local fatal,
bike,0,0,0,0.000186279,0,0,0,arterial fatal,
walk,0,2.30661E-05,0,0.000220188,8.80752E-05,0,0,arterial fatal,
motorcycle,0,0,0.000168153,0.001513373,0.000924839,0,0.005044577,arterial fatal,
car,0.000372558,0.001893617,0.001513373,0.012191062,0.004456043,0,0.017151563,arterial fatal,
truck,9.31396E-05,0.000660564,0.001933755,0.007903171,0.002354136,0,0.004035662,arterial fatal,
bus,0,0,0,0.000336305,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000484414,0.000220188,0,0,highway fatal,
motorcycle,0,0,0,0.000924839,0.000168153,0,0.002690441,highway fatal,
car,0,0.001805542,0.000336305,0.010845841,0.003110823,0,0.02085092,highway fatal,
truck,9.31396E-05,0.000440376,0.001008915,0.004876425,0.002185984,0,0.005380883,highway fatal,
bus,0,0,0,0.000168153,0,0,0.000168153,highway fatal,
bike,0.000386925,4.87848E-05,0,0.00465698,0.001816222,9.31396E-05,0.002373138,local serious,
walk,0,0.000253727,4.40376E-05,0.007486393,0.001761504,0,0,local serious,
motorcycle,0.000465698,0.000616526,0.004035662,0.030183388,0.005296806,0.000168153,0.061375692,local serious,
car,0.01131646,0.017967342,0.021187225,0.087355266,0.022868751,0.000168153,0.136371743,local serious,
truck,0.00465698,0.003434933,0.00882801,0.030099312,0.009416545,0,0.035648347,local serious,
bus,0.000186279,0,0.000168153,0.000252229,0.001765602,0,0,local serious,
bike,0,0,0,0.000372558,0.000279419,0,0.000567489,arterial serious,
walk,0,2.30661E-05,0,0.001012865,0.000308263,0,0,arterial serious,
motorcycle,0,0,0.001345221,0.004119738,0.001177068,0,0.018664936,arterial serious,
car,0.000558838,0.001541316,0.006137569,0.033041982,0.010929918,0,0.047419028,arterial serious,
truck,0.000372558,0.000264226,0.003110823,0.014208893,0.006305722,0.000168153,0.013620359,arterial serious,
bus,0,0,0,0,0.000168153,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.00092479,0.000132113,0,0,highway serious,
motorcycle,0.000186279,8.80752E-05,8.40763E-05,0.00454012,0.001177068,0,0.014124817,highway serious,
car,0.000465698,0.000748639,0.007398714,0.035396118,0.006305722,0,0.058685251,highway serious,
truck,9.31396E-05,0.000220188,0.00159745,0.015554114,0.003278975,0,0.013284054,highway serious,
bus,0,0,0,0.000168153,0,0,0.000336305,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000338166,4.31701E-05,0,5.60044E-05,local fatal,zcta16
walk,0,1.70599E-06,1.58844E-06,5.24184E-05,3.97109E-05,0,0,local fatal,
motorcycle,1.439E-05,0,3.69744E-05,0.000295795,0.000125713,1.47898E-05,0.000946545,local fatal,
car,0.000316581,0.000309745,0.000428903,0.001412423,0.000428903,0,0.003815761,local fatal,
truck,0.00015829,7.14796E-05,0.000214452,0.000806043,0.000170082,0,0.000931756,local fatal,
bus,1.439E-05,0,0,1.47898E-05,5.91591E-05,0,1.47898E-05,local fatal,
bike,0,0,0,2.87801E-05,0,0,0,arterial fatal,
walk,0,3.41199E-07,0,7.94218E-06,3.17687E-06,0,0,arterial fatal,
motorcycle,0,0,1.47898E-05,0.000133108,8.13438E-05,0,0.000443693,arterial fatal,
car,5.75601E-05,6.83027E-05,0.000133108,0.001072259,0.000391929,0,0.001508557,arterial fatal,
truck,1.439E-05,2.38265E-05,0.000170082,0.000695119,0.000207057,0,0.000354955,arterial fatal,
bus,0,0,0,2.95795E-05,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,1.74728E-05,7.94218E-06,0,0,highway fatal,
motorcycle,0,0,0,8.13438E-05,1.47898E-05,0,0.000236636,highway fatal,
car,0,6.51259E-05,2.95795E-05,0.00095394,0.000273611,0,0.001833932,highway fatal,
truck,1.439E-05,1.58844E-05,8.87386E-05,0.000428903,0.000192267,0,0.000473273,highway fatal,
bus,0,0,0,1.47898E-05,0,0,1.47898E-05,highway fatal,
bike,0.000105008,3.09101E-06,0,0.000719501,0.000280606,1.439E-05,0.00064405,local serious,
walk,0,3.75319E-06,1.58844E-06,0.000270034,6.35374E-05,0,0,local serious,
motorcycle,7.19501E-05,2.22381E-05,0.000354955,0.002654764,0.000465878,1.47898E-05,0.005398267,local serious,
car,0.001748389,0.000648082,0.001863511,0.007683287,0.002011409,1.47898E-05,0.011994506,local serious,
truck,0.000719501,0.000123898,0.000776463,0.002647369,0.000828227,0,0.003135432,local serious,
bus,2.87801E-05,0,1.47898E-05,2.21847E-05,0.000155293,0,0,local serious,
bike,0,0,0,5.75601E-05,4.31701E-05,0,0.000154012,arterial serious,
walk,0,3.41199E-07,0,3.6534E-05,1.1119E-05,0,0,arterial serious,
motorcycle,0,0,0.000118318,0.000362349,0.000103528,0,0.001641665,arterial serious,
car,8.63402E-05,5.55952E-05,0.000539827,0.00290619,0.000961335,0,0.004170716,arterial serious,
truck,5.75601E-05,9.53061E-06,0.000273611,0.001249736,0.000554616,1.47898E-05,0.001197972,arterial serious,
bus,0,0,0,0,1.47898E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,3.33571E-05,4.76531E-06,0,0,highway serious,
motorcycle,2.87801E-05,3.17687E-06,7.39489E-06,0.000399324,0.000103528,0,0.001242341,highway serious,
car,7.19501E-05,2.70034E-05,0.00065075,0.003113247,0.000554616,0,0.005161631,highway serious,
truck,1.439E-05,7.94218E-06,0.000140503,0.001368054,0.000288401,0,0.001168392,highway serious,
bus,0,0,0,1.47898E-05,0,0,2.95795E-05,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.026285237,0.003355562,0,0.00324146,local fatal,zcta17
walk,0,0.0033612,0.000720362,0.023771951,0.018009054,0,0,local fatal,
motorcycle,0.001118521,0,0.003859646,0.030877164,0.013122795,0.001543858,0.098806926,local fatal,
