,bike,walk,motorcycle,car,truck,bus,one.party,,
motorcycle,0.002748183,0.004597508,0.026496344,0.198170573,0.034776452,0.001104014,0.402965233,local serious,
car,0.066780842,0.133984522,0.139105806,0.573535448,0.15014595,0.001104014,0.895355627,local serious,
truck,0.027481828,0.025614688,0.057960753,0.197618566,0.061824803,0,0.234051039,local serious,
bus,0.001099273,0,0.001104014,0.001656022,0.01159215,0,0,local serious,
bike,0,0,0,0.002198546,0.00164891,0,0.003010019,arterial serious,
walk,0,0.000195364,0,0.007553049,0.002298754,0,0,arterial serious,
motorcycle,0,0,0.008832115,0.027048351,0.0077281,0,0.122545591,arterial serious,
car,0.003297819,0.01149377,0.040296523,0.216938817,0.071760932,0,0.311332043,arterial serious,
truck,0.002198546,0.001970361,0.020424265,0.093289211,0.041400538,0.001104014,0.089425161,arterial serious,
bus,0,0,0,0,0.001104014,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.006896262,0.00098518,0,0,highway serious,
motorcycle,0.001099273,0.000656787,0.000552007,0.029808387,0.0077281,0,0.092737204,highway serious,
car,0.002748183,0.005582688,0.048576631,0.232395018,0.041400538,0,0.385301003,highway serious,
truck,0.000549637,0.001641967,0.010488136,0.102121326,0.02152828,0,0.087217133,highway serious,
bus,0,0,0,0.001104014,0,0,0.002208029,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.035394074,0.004518392,0,0.003470567,local fatal,zcta90
walk,0,0.003579538,0.0009674,0.03192419,0.024184993,0,0,local fatal,
motorcycle,0.001506131,0,0.006536195,0.052289559,0.022223063,0.002614478,0.167326589,local fatal,
car,0.033134877,0.188642942,0.075819861,0.249682644,0.075819861,0,0.674535311,local fatal,
truck,0.016567439,0.043532987,0.03790993,0.142489048,0.030066497,0,0.164712111,local fatal,
bus,0.001506131,0,0,0.002614478,0.010457912,0,0.002614478,local fatal,
bike,0,0,0,0.003012262,0,0,0,arterial fatal,
walk,0,0.000715908,0,0.004836999,0.001934799,0,0,arterial fatal,
motorcycle,0,0,0.002614478,0.023530302,0.014379629,0,0.078434339,arterial fatal,
car,0.006024523,0.041598187,0.023530302,0.189549651,0.069283666,0,0.266676751,arterial fatal,
truck,0.001506131,0.014510996,0.030066497,0.122880464,0.036602691,0,0.062747471,arterial fatal,
bus,0,0,0,0.005228956,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.010641397,0.004836999,0,0,highway fatal,
motorcycle,0,0,0,0.014379629,0.002614478,0,0.041831647,highway fatal,
car,0,0.039663388,0.005228956,0.168633828,0.048367842,0,0.324195266,highway fatal,
truck,0.001506131,0.009673997,0.015686868,0.075819861,0.033988213,0,0.083663294,highway fatal,
bus,0,0,0,0.002614478,0,0,0.002614478,highway fatal,
bike,0.006507312,0.001114586,0,0.07530654,0.02936955,0.001506131,0.039911516,local serious,
walk,0,0.007874983,0.0009674,0.16445795,0.038695988,0,0,local serious,
motorcycle,0.007530654,0.013543596,0.062747471,0.469298792,0.082356055,0.002614478,0.954284452,local serious,
car,0.182994892,0.39469908,0.329424222,1.358221296,0.355569001,0.002614478,2.120341618,local serious,
truck,0.07530654,0.075457177,0.137260092,0.467991553,0.146410765,0,0.554269326,local serious,
bus,0.003012262,0,0.002614478,0.003921717,0.027452018,0,0,local serious,
bike,0,0,0,0.006024523,0.004518392,0,0.009544058,arterial serious,
walk,0,0.000715908,0,0.022250193,0.006771798,0,0,arterial serious,
motorcycle,0,0,0.020915824,0.06405471,0.018301346,0,0.290207053,arterial serious,
car,0.009036785,0.03385899,0.095428445,0.513744917,0.169941067,0,0.737282782,arterial serious,
truck,0.006024523,0.005804398,0.048367842,0.220923387,0.098042923,0.002614478,0.211772714,arterial serious,
bus,0,0,0,0,0.002614478,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.020315394,0.002902199,0,0,highway serious,
motorcycle,0.003012262,0.001934799,0.001307239,0.070590905,0.018301346,0,0.219616148,highway serious,
car,0.007530654,0.016445795,0.11503703,0.550347609,0.098042923,0,0.912452805,highway serious,
truck,0.001506131,0.004836999,0.02483754,0.24183921,0.05098232,0,0.206543758,highway serious,
bus,0,0,0,0.002614478,0,0,0.005228956,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.029891238,0.003815903,0,0.002956537,local fatal,zcta91
walk,0,0.00419505,0.000958259,0.031622552,0.023956479,0,0,local fatal,
motorcycle,0.001271968,0,0.005472286,0.043778288,0.018605772,0.002188914,0.140090521,local fatal,
car,0.027983287,0.186860532,0.063478518,0.209041325,0.063478518,0,0.564739914,local fatal,
truck,0.013991643,0.043121661,0.031739259,0.119295834,0.025172516,0,0.137901607,local fatal,
bus,0.001271968,0,0,0.002188914,0.008755657,0,0.002188914,local fatal,
bike,0,0,0,0.002543935,0,0,0,arterial fatal,
walk,0,0.00083901,0,0.004791296,0.001916518,0,0,arterial fatal,
motorcycle,0,0,0.002188914,0.01970023,0.012039029,0,0.065667432,arterial fatal,
car,0.00508787,0.041205143,0.01970023,0.158696294,0.058006232,0,0.223269268,arterial fatal,
truck,0.001271968,0.014373887,0.025172516,0.102878977,0.030644801,0,0.052533945,arterial fatal,
bus,0,0,0,0.004377829,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.010540851,0.004791296,0,0,highway fatal,
motorcycle,0,0,0,0.012039029,0.002188914,0,0.03502263,highway fatal,
car,0,0.039288625,0.004377829,0.141184978,0.040494916,0,0.271425385,highway fatal,
truck,0.001271968,0.009582591,0.013133486,0.063478518,0.028455887,0,0.070045261,highway fatal,
bus,0,0,0,0.002188914,0,0,0.002188914,highway fatal,
bike,0.005543507,0.001113679,0,0.063598379,0.024803368,0.001271968,0.034000174,local serious,
walk,0,0.00922911,0.000958259,0.162904054,0.038330366,0,0,local serious,
motorcycle,0.006359838,0.013415628,0.052533945,0.392910134,0.068950803,0.002188914,0.798953754,local serious,
car,0.154544061,0.390969729,0.275803214,1.137141029,0.297692358,0.002188914,1.775209575,local serious,
truck,0.063598379,0.074744213,0.114918006,0.391815677,0.122579206,0,0.464049852,local serious,
bus,0.002543935,0,0.002188914,0.003283372,0.022983601,0,0,local serious,
bike,0,0,0,0.00508787,0.003815903,0,0.008130476,arterial serious,
walk,0,0.00083901,0,0.02203996,0.006707814,0,0,arterial serious,
motorcycle,0,0,0.017511315,0.053628403,0.015322401,0,0.242969498,arterial serious,
car,0.007631806,0.03353907,0.079895375,0.430121679,0.142279436,0,0.61727386,arterial serious,
truck,0.00508787,0.005749555,0.040494916,0.184963266,0.08208429,0.002188914,0.177302066,arterial serious,
bus,0,0,0,0,0.002188914,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.020123442,0.002874777,0,0,highway serious,
motorcycle,0.002543935,0.001916518,0.001094457,0.059100689,0.015322401,0,0.183868809,highway serious,
car,0.006359838,0.016290405,0.096312233,0.46076648,0.08208429,0,0.763931124,highway serious,
truck,0.001271968,0.004791296,0.020794687,0.202474582,0.042683831,0,0.172924237,highway serious,
bus,0,0,0,0.002188914,0,0,0.004377829,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.045656785,0.005828526,0,0.005346348,local fatal,zcta92
walk,0,0.006711659,0.001376746,0.045432614,0.034418647,0,0,local fatal,
motorcycle,0.001942842,0,0.007060212,0.056481695,0.02400472,0.002824085,0.180741424,local fatal,
car,0.042742522,0.268465449,0.081898458,0.269700093,0.081898458,0,0.728613865,local fatal,
truck,0.021371261,0.061953565,0.040949229,0.153912619,0.032476975,0,0.177917339,local fatal,
bus,0.001942842,0,0,0.002824085,0.011296339,0,0.002824085,local fatal,
bike,0,0,0,0.003885684,0,0,0,arterial fatal,
walk,0,0.001342332,0,0.00688373,0.002753492,0,0,arterial fatal,
motorcycle,0,0,0.002824085,0.025416763,0.015532466,0,0.084722543,arterial fatal,
car,0.007771368,0.059200073,0.025416763,0.204746144,0.074838246,0,0.288056644,arterial fatal,
truck,0.001942842,0.020651188,0.032476975,0.132731983,0.039537186,0,0.067778034,arterial fatal,
bus,0,0,0,0.005648169,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.015144205,0.00688373,0,0,highway fatal,
motorcycle,0,0,0,0.015532466,0.002824085,0,0.045185356,highway fatal,
car,0,0.056446582,0.005648169,0.182153466,0.052245568,0,0.350186509,highway fatal,
truck,0.001942842,0.013767459,0.016944509,0.081898458,0.036713102,0,0.090370712,highway fatal,
bus,0,0,0,0.002824085,0,0,0.002824085,highway fatal,
bike,0.010024402,0.001894277,0,0.097142096,0.037885417,0.001942842,0.061482998,local serious,
walk,0,0.014765649,0.001376746,0.234046802,0.055069836,0,0,local serious,
motorcycle,0.009714209,0.019274443,0.067778034,0.506923212,0.088958669,0.002824085,1.030790933,local serious,
car,0.236055292,0.561712324,0.355834678,1.467112026,0.384075526,0.002824085,2.29033273,local serious,
truck,0.097142096,0.10738618,0.148264449,0.50551117,0.158148746,0,0.598705966,local serious,
bus,0.003885684,0,0.002824085,0.004236127,0.02965289,0,0,local serious,
bike,0,0,0,0.007771368,0.005828526,0,0.014702456,arterial serious,
walk,0,0.001342332,0,0.031665156,0.009637221,0,0,arterial serious,
motorcycle,0,0,0.022592678,0.069190076,0.019768593,0,0.313473407,arterial serious,
car,0.011657052,0.048186106,0.103079093,0.554932653,0.183565509,0,0.796391899,arterial serious,
truck,0.007771368,0.008260475,0.052245568,0.238635161,0.105903178,0.002824085,0.228750864,arterial serious,
bus,0,0,0,0,0.002824085,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.028911664,0.004130238,0,0,highway serious,
motorcycle,0.003885684,0.002753492,0.001412043,0.076250288,0.019768593,0,0.237223119,highway serious,
car,0.009714209,0.02340468,0.124259729,0.594469839,0.105903178,0,0.985605577,highway serious,
truck,0.001942842,0.00688373,0.026828805,0.261227839,0.055069652,0,0.223102695,highway serious,
bus,0,0,0,0.002824085,0,0,0.005648169,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.025800578,0.003293691,0,0.002137902,local fatal,zcta93
walk,0,0.002403198,0.000736194,0.024294415,0.01840486,0,0,local fatal,
motorcycle,0.001097897,0,0.005638134,0.045105073,0.019169656,0.002255254,0.144336234,local fatal,
car,0.024153733,0.143557904,0.065402356,0.215376724,0.065402356,0,0.581855442,local fatal,
truck,0.012076866,0.033128747,0.032701178,0.122911324,0.025935417,0,0.14208098,local fatal,
bus,0.001097897,0,0,0.002255254,0.009021015,0,0.002255254,local fatal,
bike,0,0,0,0.002195794,0,0,0,arterial fatal,
walk,0,0.00048064,0,0.003680972,0.001472389,0,0,arterial fatal,
motorcycle,0,0,0.002255254,0.020297283,0.012403895,0,0.06765761,arterial fatal,
car,0.004391588,0.031656358,0.020297283,0.16350589,0.059764222,0,0.230035872,arterial fatal,
truck,0.001097897,0.011042916,0.025935417,0.105996922,0.031573551,0,0.054126088,arterial fatal,
bus,0,0,0,0.004510507,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.008098138,0.003680972,0,0,highway fatal,
motorcycle,0,0,0,0.012403895,0.002255254,0,0.036084058,highway fatal,
car,0,0.030183969,0.004510507,0.14546386,0.041722193,0,0.279651453,highway fatal,
truck,0.001097897,0.007361944,0.013531522,0.065402356,0.029318297,0,0.072168117,highway fatal,
bus,0,0,0,0.002255254,0,0,0.002255254,highway fatal,
bike,0.004008566,0.000716785,0,0.054894847,0.02140899,0.001097897,0.02458587,local serious,
walk,0,0.005287036,0.000736194,0.125153044,0.029447775,0,0,local serious,
motorcycle,0.005489485,0.010306721,0.054126088,0.40481803,0.07104049,0.002255254,0.823167583,local serious,
car,0.133394479,0.300367307,0.28416196,1.171604272,0.306714496,0.002255254,1.829010711,local serious,
truck,0.054894847,0.057423162,0.118400817,0.403690404,0.126294204,0,0.478113774,local serious,
bus,0.002195794,0,0.002255254,0.003382881,0.023680163,0,0,local serious,
bike,0,0,0,0.004391588,0.003293691,0,0.00587923,arterial serious,
walk,0,0.00048064,0,0.016932471,0.005153361,0,0,arterial serious,
motorcycle,0,0,0.018042029,0.055253715,0.015786776,0,0.250333155,arterial serious,
car,0.006587382,0.025766803,0.082316758,0.443157342,0.146591487,0,0.63598153,arterial serious,
truck,0.004391588,0.004417166,0.041722193,0.190568933,0.084572012,0.002255254,0.182675546,arterial serious,
bus,0,0,0,0,0.002255254,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.015460082,0.002208583,0,0,highway serious,
motorcycle,0.002195794,0.001472389,0.001127627,0.060891848,0.015786776,0,0.189441307,highway serious,
car,0.005489485,0.012515304,0.099231161,0.474730894,0.084572012,0,0.787083524,highway serious,
truck,0.001097897,0.003680972,0.02142491,0.208610963,0.043977446,0,0.178165038,highway serious,
bus,0,0,0,0.002255254,0,0,0.004510507,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.01894686,0.002418748,0,0.001897654,local fatal,zcta94
walk,0,0.002143767,0.000541976,0.017885192,0.013549388,0,0,local fatal,
motorcycle,0.000806249,0,0.003425483,0.027403861,0.011646641,0.001370193,0.087692355,local fatal,
car,0.017737486,0.105685226,0.039735598,0.130853435,0.039735598,0,0.353509804,local fatal,
truck,0.008868743,0.024388898,0.019867799,0.074675521,0.01575722,0,0.086322161,local fatal,
bus,0.000806249,0,0,0.001370193,0.005480772,0,0.001370193,local fatal,
bike,0,0,0,0.001612499,0,0,0,arterial fatal,
walk,0,0.000428753,0,0.002709878,0.001083951,0,0,arterial fatal,
motorcycle,0,0,0.001370193,0.012331737,0.007536062,0,0.041105791,arterial fatal,
car,0.003224997,0.023304947,0.012331737,0.099338995,0.036310116,0,0.13975969,arterial fatal,
truck,0.000806249,0.008129633,0.01575722,0.064399073,0.019182703,0,0.032884633,arterial fatal,
bus,0,0,0,0.002740386,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005961731,0.002709878,0,0,highway fatal,
motorcycle,0,0,0,0.007536062,0.001370193,0,0.021923089,highway fatal,
car,0,0.022220996,0.002740386,0.088377451,0.025348571,0,0.169903937,highway fatal,
truck,0.000806249,0.005419755,0.008221158,0.039735598,0.017812509,0,0.043846177,highway fatal,
bus,0,0,0,0.001370193,0,0,0.001370193,highway fatal,
bike,0.003558101,0.000637819,0,0.040312468,0.015721863,0.000806249,0.02182302,local serious,
walk,0,0.004716287,0.000541976,0.092135838,0.021679021,0,0,local serious,
motorcycle,0.004031247,0.007587657,0.032884633,0.245949651,0.043161081,0.001370193,0.500120459,local serious,
car,0.097959298,0.221126011,0.172644323,0.711815284,0.186346253,0.001370193,1.111226555,local serious,
truck,0.040312468,0.04227409,0.071935135,0.245264554,0.07673081,0,0.290480924,local serious,
bus,0.001612499,0,0.001370193,0.00205529,0.014387027,0,0,local serious,
bike,0,0,0,0.003224997,0.002418748,0,0.005218548,arterial serious,
walk,0,0.000428753,0,0.012465437,0.003793829,0,0,arterial serious,
motorcycle,0,0,0.010961544,0.033569729,0.009591351,0,0.152091427,arterial serious,
car,0.004837496,0.018969143,0.050012046,0.269242932,0.089062548,0,0.386394437,arterial serious,
truck,0.003224997,0.003251853,0.025348571,0.115781312,0.051382239,0.001370193,0.110985636,arterial serious,
bus,0,0,0,0,0.001370193,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.011381486,0.001625927,0,0,highway serious,
motorcycle,0.001612499,0.001083951,0.000685097,0.036995212,0.009591351,0,0.115096215,highway serious,
car,0.004031247,0.009213584,0.060288494,0.288425635,0.051382239,0,0.478197371,highway serious,
truck,0.000806249,0.002709878,0.013016834,0.126742856,0.026718764,0,0.10824525,highway serious,
bus,0,0,0,0.001370193,0,0,0.002740386,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.031344112,0.004001376,0,0.008494751,local fatal,zcta95
walk,0,0.002992007,0.000500638,0.016521063,0.012515957,0,0,local fatal,
motorcycle,0.001333792,0,0.002094236,0.016753886,0.007120401,0.000837694,0.053612435,local fatal,
car,0.029343424,0.097624463,0.024293134,0.079999805,0.024293134,0,0.216125127,local fatal,
truck,0.014671712,0.022528722,0.012146567,0.045654339,0.009633484,0,0.05277474,local fatal,
bus,0.001333792,0,0,0.000837694,0.003350777,0,0.000837694,local fatal,
bike,0,0,0,0.002667584,0,0,0,arterial fatal,
walk,0,0.000598401,0,0.002503191,0.001001277,0,0,arterial fatal,
motorcycle,0,0,0.000837694,0.007539249,0.004607319,0,0.025130829,arterial fatal,
car,0.005335168,0.021527446,0.007539249,0.060732836,0.022198899,0,0.085444818,arterial fatal,
truck,0.001333792,0.007509574,0.009633484,0.039371632,0.01172772,0,0.020104663,arterial fatal,
bus,0,0,0,0.001675389,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005507021,0.002503191,0,0,highway fatal,
motorcycle,0,0,0,0.004607319,0.000837694,0,0.013403109,highway fatal,
car,0,0.020526169,0.001675389,0.054031282,0.015497344,0,0.103874092,highway fatal,
truck,0.001333792,0.005006383,0.005026166,0.024293134,0.010890026,0,0.026806217,highway fatal,
bus,0,0,0,0.000837694,0,0,0.000837694,highway fatal,
bike,0.015927658,0.001594251,0,0.0666896,0.026008944,0.001333792,0.097689635,local serious,
walk,0,0.006582414,0.000500638,0.085108507,0.020025531,0,0,local serious,
motorcycle,0.00666896,0.007008936,0.020104663,0.150366125,0.02638737,0.000837694,0.305758416,local serious,
car,0.162055727,0.204260416,0.105549481,0.435182184,0.113926423,0.000837694,0.679370069,local serious,
truck,0.0666896,0.039049785,0.04397895,0.149947278,0.04691088,0,0.177591189,local serious,
bus,0.002667584,0,0.000837694,0.001256541,0.00879579,0,0,local serious,
bike,0,0,0,0.005335168,0.004001376,0,0.023360565,arterial serious,
walk,0,0.000598401,0,0.01151468,0.003504468,0,0,arterial serious,
motorcycle,0,0,0.006701554,0.02052351,0.00586386,0,0.092984066,arterial serious,
car,0.008002752,0.01752234,0.030575842,0.164606928,0.054450129,0,0.23622979,arterial serious,
truck,0.005335168,0.00300383,0.015497344,0.070785168,0.031413536,0.000837694,0.067853237,arterial serious,
bus,0,0,0,0,0.000837694,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.010513404,0.001501915,0,0,highway serious,
motorcycle,0.002667584,0.001001277,0.000418847,0.022617746,0.00586386,0,0.07036632,highway serious,
car,0.00666896,0.008510851,0.036858549,0.176334648,0.031413536,0,0.292355307,highway serious,
truck,0.001333792,0.002503191,0.007958096,0.077486722,0.016335039,0,0.066177849,highway serious,
bus,0,0,0,0.000837694,0,0,0.001675389,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.00724722,0.000925177,0,0.003739923,local fatal,zcta96
walk,0,0.002958414,0.000173473,0.005724606,0.004336823,0,0,local fatal,
motorcycle,0.000308392,0,0.000254299,0.002034391,0.000864616,0.00010172,0.006510052,local fatal,
car,0.006784631,0.03382722,0.002949867,0.009714218,0.002949867,0,0.026243645,local fatal,
truck,0.003392316,0.007806281,0.001474934,0.005543716,0.001169775,0,0.006408332,local fatal,
bus,0.000308392,0,0,0.00010172,0.000406878,0,0.00010172,local fatal,
bike,0,0,0,0.000616785,0,0,0,arterial fatal,
walk,0,0.000591683,0,0.000867365,0.000346946,0,0,arterial fatal,
motorcycle,0,0,0.00010172,0.000915476,0.000559458,0,0.003051587,arterial fatal,
car,0.001233569,0.007459336,0.000915476,0.007374668,0.002695568,0,0.010375395,arterial fatal,
truck,0.000308392,0.002602094,0.001169775,0.004780819,0.001424074,0,0.002441269,arterial fatal,
bus,0,0,0,0.000203439,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.001908202,0.000867365,0,0,highway fatal,
motorcycle,0,0,0,0.000559458,0.00010172,0,0.001627513,highway fatal,
car,0,0.00711239,0.000203439,0.006560911,0.001881812,0,0.012613225,highway fatal,
truck,0.000308392,0.001734729,0.000610317,0.002949867,0.001322354,0,0.003255026,highway fatal,
bus,0,0,0,0.00010172,0,0,0.00010172,highway fatal,
bike,0.007012356,0.001051867,0,0.015419616,0.00601365,0.000308392,0.043009115,local serious,
walk,0,0.006508511,0.000173473,0.029490397,0.006938917,0,0,local serious,
motorcycle,0.001541962,0.002428621,0.002441269,0.01825866,0.003204166,0.00010172,0.037127638,local serious,
car,0.037469668,0.070776952,0.012816664,0.052843309,0.01383386,0.00010172,0.082494559,local serious,
truck,0.015419616,0.013530888,0.005340277,0.0182078,0.005696295,0,0.021564546,local serious,
bus,0.000616785,0,0.00010172,0.000152579,0.001068055,0,0,local serious,
bike,0,0,0,0.001233569,0.000925177,0,0.010284788,arterial serious,
walk,0,0.000591683,0,0.003989877,0.00121431,0,0,arterial serious,
motorcycle,0,0,0.000813756,0.002492129,0.000712037,0,0.011290871,arterial serious,
car,0.001850354,0.006071552,0.003712764,0.019987893,0.006611771,0,0.028684915,arterial serious,
truck,0.001233569,0.001040838,0.001881812,0.008595302,0.003814483,0.00010172,0.008239284,arterial serious,
bus,0,0,0,0,0.00010172,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.003642931,0.000520419,0,0,highway serious,
motorcycle,0.000616785,0.000346946,5.08598E-05,0.002746428,0.000712037,0,0.008544443,highway serious,
car,0.001541962,0.00294904,0.00447566,0.021411966,0.003814483,0,0.035500125,highway serious,
truck,0.000308392,0.000867365,0.000966336,0.009409059,0.001983531,0,0.008035845,highway serious,
bus,0,0,0,0.00010172,0,0,0.000203439,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.007910664,0.001009872,0,0.004626334,local fatal,zcta97
walk,0,0.003792487,0.000192761,0.006361105,0.004819019,0,0,local fatal,
motorcycle,0.000336624,0,0.000244936,0.001959491,0.000832783,9.79745E-05,0.00627037,local fatal,
car,0.007405728,0.037588348,0.002841261,0.009356568,0.002841261,0,0.025277429,local fatal,
truck,0.003702864,0.008674234,0.001420631,0.005339612,0.001126707,0,0.006172395,local fatal,
bus,0.000336624,0,0,9.79745E-05,0.000391898,0,9.79745E-05,local fatal,
bike,0,0,0,0.000673248,0,0,0,arterial fatal,
walk,0,0.000758497,0,0.000963804,0.000385522,0,0,arterial fatal,
motorcycle,0,0,9.79745E-05,0.000881771,0.00053886,0,0.002939236,arterial fatal,
car,0.001346496,0.008288713,0.000881771,0.007103153,0.002596325,0,0.009993402,arterial fatal,
truck,0.000336624,0.002891411,0.001126707,0.004604803,0.001371643,0,0.002351389,arterial fatal,
bus,0,0,0,0.000195949,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.002120368,0.000963804,0,0,highway fatal,
motorcycle,0,0,0,0.00053886,9.79745E-05,0,0.001567592,highway fatal,
car,0,0.007903191,0.000195949,0.006319357,0.001812529,0,0.012148842,highway fatal,
truck,0.000336624,0.001927608,0.000587847,0.002841261,0.001273669,0,0.003135185,highway fatal,
bus,0,0,0,9.79745E-05,0,0,9.79745E-05,highway fatal,
bike,0.008674377,0.001324587,0,0.016831201,0.006564168,0.000336624,0.053202843,local serious,
walk,0,0.008343471,0.000192761,0.032769329,0.00771043,0,0,local serious,
motorcycle,0.00168312,0.002698651,0.002351389,0.017586428,0.003086198,9.79745E-05,0.035760703,local serious,
car,0.040899818,0.078646391,0.012344791,0.050897768,0.013324536,9.79745E-05,0.079457343,local serious,
truck,0.016831201,0.015035339,0.005143663,0.017537441,0.005486574,0,0.0207706,local serious,
bus,0.000673248,0,9.79745E-05,0.000146962,0.001028733,0,0,local serious,
bike,0,0,0,0.001346496,0.001009872,0,0.012722419,arterial serious,
walk,0,0.000758497,0,0.004433498,0.001349325,0,0,arterial serious,
motorcycle,0,0,0.000783796,0.002400376,0.000685822,0,0.010875173,arterial serious,
car,0.002019744,0.006746627,0.00357607,0.019251995,0.006368344,0,0.027628817,arterial serious,
truck,0.001346496,0.001156565,0.001812529,0.008278848,0.003674045,9.79745E-05,0.007935937,arterial serious,
bus,0,0,0,0,9.79745E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.004047976,0.000578282,0,0,highway serious,
motorcycle,0.000673248,0.000385522,4.89873E-05,0.002645312,0.000685822,0,0.00822986,highway serious,
car,0.00168312,0.003276933,0.004310879,0.020623638,0.003674045,0,0.034193111,highway serious,
truck,0.000336624,0.000963804,0.000930758,0.009062644,0.001910503,0,0.007739988,highway serious,
bus,0,0,0,9.79745E-05,0,0,0.000195949,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.018237498,0.002328191,0,0.003990759,local fatal,zcta98
walk,0,0.003646093,0.000469152,0.015482014,0.011728798,0,0,local fatal,
motorcycle,0.000776064,0,0.001509174,0.012073392,0.005131192,0.00060367,0.038634854,local fatal,
car,0.017073402,0.091484626,0.017506418,0.057650446,0.017506418,0,0.155746755,local fatal,
truck,0.008536701,0.021111837,0.008753209,0.032899993,0.0069422,0,0.038031184,local fatal,
bus,0.000776064,0,0,0.00060367,0.002414678,0,0.00060367,local fatal,
bike,0,0,0,0.001552127,0,0,0,arterial fatal,
walk,0,0.000729219,0,0.00234576,0.000938304,0,0,arterial fatal,
motorcycle,0,0,0.00060367,0.005433026,0.003320183,0,0.018110088,arterial fatal,
car,0.003104255,0.020173533,0.005433026,0.043766046,0.015997244,0,0.061574299,arterial fatal,
truck,0.000776064,0.007037279,0.0069422,0.028372471,0.008451374,0,0.01448807,arterial fatal,
bus,0,0,0,0.001207339,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005160671,0.00234576,0,0,highway fatal,
motorcycle,0,0,0,0.003320183,0.00060367,0,0.009658713,highway fatal,
car,0,0.019235229,0.001207339,0.038936689,0.011167887,0,0.07485503,highway fatal,
truck,0.000776064,0.004691519,0.003622018,0.017506418,0.007847705,0,0.019317427,highway fatal,
bus,0,0,0,0.00060367,0,0,0.00060367,highway fatal,
bike,0.007482673,0.001206262,0,0.038803187,0.015133243,0.000776064,0.045893727,local serious,
walk,0,0.008021404,0.000469152,0.079755828,0.018766077,0,0,local serious,
motorcycle,0.003880319,0.006568127,0.01448807,0.108358692,0.019015592,0.00060367,0.220339402,local serious,
car,0.094291745,0.191413987,0.076062369,0.313606354,0.082099065,0.00060367,0.489576041,local serious,
truck,0.038803187,0.036593851,0.031692654,0.108056857,0.033805497,0,0.127977954,local serious,
bus,0.001552127,0,0.00060367,0.000905504,0.006338531,0,0,local serious,
bike,0,0,0,0.003104255,0.002328191,0,0.010974587,arterial serious,
walk,0,0.000729219,0,0.010790494,0.003284064,0,0,arterial serious,
motorcycle,0,0,0.004829357,0.014789905,0.004225687,0,0.067007325,arterial serious,
car,0.004656383,0.016420318,0.02203394,0.118621075,0.039238524,0,0.170234825,arterial serious,
truck,0.003104255,0.002814912,0.011167887,0.051010081,0.02263761,0.00060367,0.048897237,arterial serious,
bus,0,0,0,0,0.00060367,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.00985219,0.001407456,0,0,highway serious,
motorcycle,0.001552127,0.000938304,0.000301835,0.016299079,0.004225687,0,0.050708246,highway serious,
car,0.003880319,0.007975583,0.026561462,0.127072449,0.02263761,0,0.210680688,highway serious,
truck,0.000776064,0.00234576,0.005734861,0.055839437,0.011771557,0,0.047689898,highway serious,
bus,0,0,0,0.00060367,0,0,0.001207339,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.015807474,0.002017975,0,0.005685084,local fatal,zcta99
walk,0,0.005379547,0.000413837,0.013656611,0.010345917,0,0,local fatal,
