"","male","female","",""
"ageCat7","0.999609712177113","1.00022244364874","",""
"ageCat8","1.00019621402982","1.00000699385569","",""
"","","","",""
"ageCat1","1.00009784425493","1.00023211975912","relative.cycle.speed",""
"ageCat2","0.999927222916026","1.00002893251784","",""
"ageCat3","0.999939816619206","1","",""
"ageCat4","0.999839572309753","0.999891444551262","",""
"ageCat5","0.999849884369459","0.999869454875509","",""
"ageCat6","0.999885067502189","1.00000647194218","",""
"ageCat7","0.999573813367766","0.999649440129656","",""
"ageCat8","0.99980259306369","0.999727719132514","",""
"","","","",""
"ageCat1","0.495486751400558","0.522167816853182","relative.walk.time","zcta14"
"ageCat2","0.880807470029672","1.15500673420095","",""
"ageCat3","0.786552083157629","1","",""
"ageCat4","0.743033685687453","0.884540706111514","",""
"ageCat5","0.740931181761669","0.764182942254139","",""
"ageCat6","0.806389924726217","0.947399519699733","",""
"ageCat7","0.894167813629546","0.755146790597338","",""
"ageCat8","0.714615178618234","1.06656858416073","",""
"","","","",""
"ageCat1","0.175461411482491","0.0831330920824408","relative.cycle.time",""
"ageCat2","0.882844298636577","0.642689027523676","",""
"ageCat3","1.38752142418541","1","",""
"ageCat4","0.607173956744545","0.380852818685432","",""
"ageCat5","0.402922443165704","0.241322554861367","",""
"ageCat6","0.335649470606022","0.191050911925082","",""
"ageCat7","0.239332390627946","0.127368848426433","",""
"ageCat8","0.200689107365302","0.158372223792923","",""
"","","","",""
"ageCat1","1.00028845925838","1.00064074764536","relative.walk.speed",""
"ageCat2","1.00032248706892","0.999624290816832","",""
"ageCat3","1.00019461668403","1","",""
"ageCat4","0.999962678852217","1.00022430149361","",""
"ageCat5","1.00005201455644","1.00012553746983","",""
"ageCat6","1.00010233654485","1.00032654832199","",""
"ageCat7","0.999496580366928","0.999865995135482","",""
"ageCat8","1.00000089783409","1.00074516539326","",""
"","","","",""
"ageCat1","1.00014279448613","0.999732795481923","relative.cycle.speed",""
"ageCat2","1.00001645704824","1.00001467935788","",""
"ageCat3","1.00000595817218","1","",""
"ageCat4","1.00013460288689","0.999976643386587","",""
"ageCat5","0.999966660469149","1.00005984151491","",""
"ageCat6","1.00009098116718","0.999910965450655","",""
"ageCat7","0.99999898451197","1.00004625296674","",""
"ageCat8","1.00003557965888","0.999985040905646","",""
"","","","",""
"ageCat1","1.51270901355496","0.466145309702314","relative.walk.time","zcta15"
"ageCat2","3.08457309337856","3.00025852411455","",""
"ageCat3","0.787871248232151","1","",""
"ageCat4","1.24390587240136","0.679515742816684","",""
"ageCat5","1.01209323845172","0.579349202964895","",""
"ageCat6","0.904961647216885","0.70612701356892","",""
"ageCat7","0.900999925794004","0.135836725607429","",""
"ageCat8","1.00141369994124","1.63832635333185","",""
"","","","",""
"ageCat1","0","1.19274193548387","relative.cycle.time",""
"ageCat2","21.7843949044586","20.8277419354839","",""
"ageCat3","15.2854671280277","1","",""
"ageCat4","1.21673819742489","4.27055335968379","",""
"ageCat5","0.222206303724928","1.42816901408451","",""
"ageCat6","5.06842105263158","5.75477178423237","",""
"ageCat7","0","5.57448979591837","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","1.00042579383495","1.00363051393208","relative.walk.speed",""
"ageCat2","0.999468891504452","0.999594789348418","",""
"ageCat3","0.999177089906812","1","",""
"ageCat4","0.999920827373322","1.00058354287168","",""
"ageCat5","0.999703264094956","1.0001018331885","",""
"ageCat6","1.00043672210236","0.998221124340923","",""
"ageCat7","0.999343047754365","0.99946642371019","",""
"ageCat8","0.998482468284312","1.00009416079039","",""
"","","","",""
"ageCat1","0","0.995628946090335","relative.cycle.speed",""
"ageCat2","0.997608827386494","0.997374452083751","",""
"ageCat3","0.997584829862025","1","",""
"ageCat4","1.0008197332141","0.99723706671516","",""
"ageCat5","0.995722886642875","0.998833236103009","",""
"ageCat6","0.997652582159624","0.998299988118197","",""
"ageCat7","0","0.997652582159625","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.walk.time","zcta16"
"ageCat2","10.6720930232558","0","",""
"ageCat3","0","1","",""
"ageCat4","0","0","",""
"ageCat5","6.00539534883721","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.cycle.time",""
"ageCat2","0","0.441548183254344","",""
"ageCat3","1.32079383886256","1","",""
"ageCat4","1.05663507109005","0","",""
"ageCat5","0.212661927330174","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.walk.speed",""
"ageCat2","0.978195553266375","0","",""
"ageCat3","0","1","",""
"ageCat4","0","0","",""
"ageCat5","0.976091970856369","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.cycle.speed",""
"ageCat2","0","0.998265808301512","",""
"ageCat3","1.00059276822762","1","",""
"ageCat4","1.00059276822762","0","",""
"ageCat5","1.00010962348198","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0.394351482944078","0.552451446833435","relative.walk.time","zcta17"
"ageCat2","2.44081908035001","2.09259925340874","",""
"ageCat3","0.938039827387485","1","",""
"ageCat4","0.737523324243528","0.858332784260562","",""
"ageCat5","0.675801992723077","0.910378822096389","",""
"ageCat6","0.762187448630589","0.773795096910898","",""
"ageCat7","0.708652071535287","1.01721892608482","",""
"ageCat8","0.684133005267758","1.01446860650824","",""
"","","","",""
"ageCat1","0.525384268794726","0.0703854241229347","relative.cycle.time",""
"ageCat2","2.0466288724335","1.11934065039475","",""
"ageCat3","2.27905394641454","1","",""
"ageCat4","1.32087012336344","0.545318027374647","",""
"ageCat5","1.01410635742609","0.379621900740852","",""
"ageCat6","0.614506447032283","0.404521117573277","",""
"ageCat7","0.530093135192133","0.181596118467566","",""
"ageCat8","1.26130448172041","0.426960851103073","",""
"","","","",""
"ageCat1","0.999865775975059","1.0001054566546","relative.walk.speed",""
"ageCat2","0.999933369895647","0.999946386144328","",""
"ageCat3","0.99975106582153","1","",""
"ageCat4","0.999785941408086","0.999733121570572","",""
"ageCat5","0.99938529380841","0.999517602497324","",""
"ageCat6","0.999949473484584","0.999947754744739","",""
"ageCat7","1.00014323148438","0.999748110160793","",""
"ageCat8","1.00010192964774","0.999822794659875","",""
"","","","",""
"ageCat1","0.999870680603676","0.999806236546609","relative.cycle.speed",""
"ageCat2","1.00011510718691","0.999912781270574","",""
"ageCat3","1.00010375294905","1","",""
"ageCat4","1.00012710567011","1.00012283760002","",""
"ageCat5","1.00009290256163","1.00011377240806","",""
"ageCat6","0.999598557606951","1.00029629109363","",""
"ageCat7","0.999986150847257","1.00128714710105","",""
"ageCat8","1.00013814150833","0.999582317062842","",""
"","","","",""
"ageCat1","0.0626531844970976","0","relative.walk.time","zcta18"
"ageCat2","1.20995903172172","1.72213628577448","",""
"ageCat3","1.19957936764619","1","",""
"ageCat4","1.23284831766624","0.920925554842483","",""
"ageCat5","0.598298546955506","0.473506091739355","",""
"ageCat6","0.256851472832239","0.470888407981209","",""
"ageCat7","0.0475696276589704","0.292130474644833","",""
"ageCat8","0.322302936374411","0.477877664614755","",""
"","","","",""
"ageCat1","0.626296769583797","0","relative.cycle.time",""
"ageCat2","0.777192145402496","0.998763200924526","",""
"ageCat3","1.30700955802115","1","",""
"ageCat4","0","1.20311763229407","",""
"ageCat5","0.213757917098258","0.137986884911151","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","1.12107431649992","",""
"","","","",""
"ageCat1","0.99289878525155","0","relative.walk.speed",""
"ageCat2","1.00117746754155","0.99854820516148","",""
"ageCat3","1.00015666607067","1","",""
"ageCat4","0.999697283499742","1.00063462159986","",""
"ageCat5","0.999635678144314","1.00096540116182","",""
"ageCat6","1.00046221005985","1.00054716954707","",""
"ageCat7","1.01213574514142","1.00018576513109","",""
"ageCat8","1.00152926714546","0.996449736970105","",""
"","","","",""
"ageCat1","0.998836448953434","0","relative.cycle.speed",""
"ageCat2","1.00027473395092","0.999505564878566","",""
"ageCat3","0.999766464269033","1","",""
"ageCat4","0","0.999510867576135","",""
"ageCat5","0.998986615232942","0.997984349359463","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0.999766464269033","",""
"","","","",""
"ageCat1","0.309713704704757","0.211361964363195","relative.walk.time","zcta19"
"ageCat2","1.67484303722003","1.77965193081733","",""
"ageCat3","0.785560208371414","1","",""
"ageCat4","0.564415802881588","0.700544090660496","",""
"ageCat5","0.570424414664689","0.731763876400434","",""
"ageCat6","0.486776077972198","0.552992056225134","",""
"ageCat7","0.448657421806529","0.553095428933754","",""
"ageCat8","0.256944900256855","0.450126348378266","",""
"","","","",""
